;;;;;;;;;;;;;;;;
Материальный отчёт;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Параметры:;;;Начало периода: 01.05.2024;;;;;;;;;;;;;
;;;Конец периода: 08.05.2024;;;;;;;;;;;;;
;;;СКЛАД: ОГИ (Лутовинов С.С.);;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Склад;;;;;;;;;Кол-во начальный остаток;Стоимость начальный остаток;Кол-во приход;Стоимость приход;Кол-во расход;Стоимость расход;Кол-во конечный остаток;Стоимость конечный остаток
№;Код;;;Номенклатура;;;Ед. измерения;Цена;;;;;;;;
Итого;;;;;;;;;7 900,226;3 804 979,34;;;;;7 900,226;3 804 979,34
ОГИ (Лутовинов С.С.);;;;;;;;;7 900,226;3 804 979,34;;;;;7 900,226;3 804 979,34
77;18483      ;;;Плашка M-16*2,0;;;шт;175,68;13,000;2 283,84;;;;;13,000;2 283,84
78;06579      ;;;Плашка М-20х1,5;;;шт;184,59;11,000;2 030,49;;;;;11,000;2 030,49
79;21886      ;;;Плашка М-20х2,5;;;шт;159,51;12,000;1 914,12;;;;;12,000;1 914,12
80;06649      ;;;Плашка М-6х1;;;шт;57,73;7,000;404,11;;;;;7,000;404,11
81;02680      ;;;Плоскогубцы;;;шт;415,65;7,000;2 909,55;;;;;7,000;2 909,55
82;02210      ;;;Плунжер;;;шт;12 522,65;1,000;12 522,65;;;;;1,000;12 522,65
83;31148      ;;;Подставка под огнетушитель;;;шт;567,56;3,000;1 702,68;;;;;3,000;1 702,68
84;05138      ;;;Подшипник;;;шт;1 118,97;482,000;539 343,54;;;;;482,000;539 343,54
85;31338      ;;;Полуботинки кожаные;;;пар;1 585,72;19,000;30 128,68;;;;;19,000;30 128,68
86;32130      ;;;Полуботинки черные термопласт;;;пар;1 771,66;14,000;24 803,24;;;;;14,000;24 803,24
87;43013      ;;;Полуботинки"АЛЬТЕР-ПРОФИ";;;пар;1 500;17,000;25 500,00;;;;;17,000;25 500,00
88;08891      ;;;Полукомбинезон;;;шт;1 169,43;37,000;43 268,91;;;;;37,000;43 268,91
89;34534      ;;;Полукомбинезон;;;шт;2 431,06;16,000;38 896,96;;;;;16,000;38 896,96
90;03517      ;;;Полуформа для крестовины;;;шт;4 700;1,000;4 700,00;;;;;1,000;4 700,00
91;03306      ;;;Проволока   пружинная   ф 2,2;;;кг;22,15;8,500;188,28;;;;;8,500;188,28
92;03297      ;;;Проволока  ф 1,4;;;кг;24,41;53,000;1 293,73;;;;;53,000;1 293,73
93;13165      ;;;Пропиленгликоль;;;кг;327,5;234,000;76 635,00;;;;;234,000;76 635,00
94;35356      ;;;Профлист 1200 мм;;;шт;483,33;1 809,000;874 343,97;;;;;1 809,000;874 343,97
95;32679      ;;;Пружина по чертежу;;;шт;66,47;2 206,000;146 632,82;;;;;2 206,000;146 632,82
96;25328      ;;;Пруток 100мм;;;кг;1 050,72;32,300;33 938,26;;;;;32,300;33 938,26
97;23416      ;;;Пруток 30мм;;;кг;348,09;26,000;9 050,34;;;;;26,000;9 050,34
98;23417      ;;;Пруток 40мм;;;кг;600,91;12,600;7 571,47;;;;;12,600;7 571,47
99;02328      ;;;Рамка ножовочн.;;;шт;;11,000;;;;;;11,000;
100;31406      ;;;Ремень 1210/50;;;шт;3 029,66;2,000;6 059,32;;;;;2,000;6 059,32
101;03319      ;;;Ремень А-850;;;шт;69,85;5,000;349,25;;;;;5,000;349,25
102;06243      ;;;Ремень А-900;;;шт;65,28;4,000;261,12;;;;;4,000;261,12
103;25437      ;;;Ремень зубчатый;;;шт;2 006,43;4,000;8 025,72;;;;;4,000;8 025,72
104;31347      ;;;Ремень круглый ПУ 5 мм;;;м;205;16,000;3 280,00;;;;;16,000;3 280,00
105;07023      ;;;Рукав напорный Ф10;;;м;47,69;23,000;1 096,87;;;;;23,000;1 096,87
106;02690      ;;;Рулетка;;;шт;172,86;3,000;518,58;;;;;3,000;518,58
107;42758      ;;;Рулон пробный белый фон с фотометкой;;;кг;1 427,61;36,030;51 436,79;;;;;36,030;51 436,79
108;04785      ;;;Сальник;;;шт;199,5;304,000;60 648,00;;;;;304,000;60 648,00
109;35144      ;;;СейфТМ120/2:0+0,5/2толщина 2,0 мм цв.белый бескон.с установл.замком;;;шт;37 474,5;1,000;37 474,50;;;;;1,000;37 474,50
110;18069      ;;;Смазка ;;;кг;601,13;7,000;4 207,91;;;;;7,000;4 207,91
111;21970      ;;;Спирт  ректификованный;;;дкл;7 813,78;0,300;2 344,13;;;;;0,300;2 344,13
112;09091      ;;;Сталь 6-ти гранник  27 мм  ;;;кг;37,87;13,000;492,31;;;;;13,000;492,31
113;06854      ;;;Сталь круг Ф20;;;кг;116,11;12,400;1 439,76;;;;;12,400;1 439,76
114;09089      ;;;Сталь круг ф40;;;кг;142,48;41,800;5 955,66;;;;;41,800;5 955,66
115;01731      ;;;Сталь круглая  ф 20;;;кг;19,1;13,000;248,30;;;;;13,000;248,30
116;02345      ;;;Станок настол. сверлиль.;;;шт;;1,000;;;;;;1,000;
117;02363      ;;;Стол 1тумбовый письменный;;;шт;;1,000;;;;;;1,000;
118;02498      ;;;Стол письм.2-х тумб.;;;шт;;2,000;;;;;;2,000;
119;02537      ;;;Стул посетителя;;;шт;;4,000;;;;;;4,000;
120;02716      ;;;Съемник;;;шт;333,44;5,000;1 667,20;;;;;5,000;1 667,20
121;03371      ;;;Тиски;;;шт;114 572,28;1,000;114 572,28;;;;;1,000;114 572,28
122;43329      ;;;Трубка силиконовая;;;м;3 000;5,000;15 000,00;;;;;5,000;15 000,00
123;03105      ;;;Уплотнение;;;шт;209,82;232,000;48 678,24;;;;;232,000;48 678,24
124;02646      ;;;Уровень;;;шт;;1,000;;;;;;1,000;
125;31953      ;;;Фитинг;;;шт;172,79;18,000;3 110,22;;;;;18,000;3 110,22
126;02987      ;;;Фонарь;;;шт;951,18;1,000;951,18;;;;;1,000;951,18
127;02989      ;;;Фонарь аккумуляторный;;;шт;1 501,41;1,000;1 501,41;;;;;1,000;1 501,41
128;26315      ;;;Форма матрица;;;шт;42 853,54;5,000;214 267,70;;;;;5,000;214 267,70
129;03396      ;;;Фторопласт  ф 60;;;кг;1 006,3;8,100;8 151,03;;;;;8,100;8 151,03
130;03397      ;;;Фторопласт  ф 80;;;кг;1 029;3,200;3 292,80;;;;;3,200;3 292,80
131;09946      ;;;Цепь ;;;м;4 111,65;14,000;57 563,10;;;;;14,000;57 563,10
132;35026      ;;;Чайник электрический Hi ek-18s01;;;шт;490;2,000;980,00;;;;;2,000;980,00
133;03129      ;;;Шестерня;;;шт;3 988,39;32,000;127 628,48;;;;;32,000;127 628,48
134;06472      ;;;Шестерня насоса фризера ;;;шт;4 738,5;8,000;37 908,00;;;;;8,000;37 908,00
135;02738      ;;;Шкаф д/кн;;;шт;;2,000;;;;;;2,000;
136;02743      ;;;Шкаф для одежды;;;шт;;2,000;;;;;;2,000;
137;31349      ;;;Шлифовка ножа;;;шт;617,92;90,000;55 612,80;;;;;90,000;55 612,80
138;21616      ;;;Шнур ;;;м;80,98;13,900;1 125,62;;;;;13,900;1 125,62
139;04514      ;;;Шприц для смазки;;;шт;707,2;3,000;2 121,60;;;;;3,000;2 121,60
140;04434      ;;;Штангельциркуль;;;шт;521,08;3,000;1 563,24;;;;;3,000;1 563,24
141;10989      ;;;Штуцер ;;;шт;308,9;30,000;9 267,00;;;;;30,000;9 267,00
142;02784      ;;;Эл.точило;;;шт;;1,000;;;;;;1,000;
143;02793      ;;;Электродрель;;;шт;;1,000;;;;;;1,000;
144;02733      ;;;Ящик для инструмента;;;шт;556,65;12,000;6 679,80;;;;;12,000;6 679,80
Итого;;;;;;;;;7 900,226;3 804 979,34;;;;;7 900,226;3 804 979,34
